common_id	label	type	code0	code1	code2	code3	name0	name1	name2	name3	type_label
1665	ジアスターゼ・生薬配合剤（２）	drug	2	23	233	2339	個々の器官系用医薬品	消化器官用薬	健胃消化剤	その他の健胃消化剤	【drug】 ジアスターゼ・生薬配合剤（２）
1666	膵臓性消化酵素配合剤（２）	drug	2	23	233	2339	個々の器官系用医薬品	消化器官用薬	健胃消化剤	その他の健胃消化剤	【drug】 膵臓性消化酵素配合剤（２）
1667	エンタカポン	drug	1	11	116	1169	神経系及び感覚器官用医薬品	中枢神経系用薬	抗パーキンソン剤	その他の抗パーキンソン剤	【drug】 エンタカポン
1668	フィブリノゲン加第１３因子（２）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 フィブリノゲン加第１３因子（２）
1669	サリチル酸絆創膏	drug	2	26	266	2661	個々の器官系用医薬品	外皮用薬	皮ふ軟化剤（腐しょく剤を含む。）	有機酸製剤；トリクロル酢酸等	【drug】 サリチル酸絆創膏
1670	ブロメライン・トコフェロール酢酸エステル	drug	2	25	255	2559	個々の器官系用医薬品	泌尿生殖器官及び肛門用薬	痔疾用剤	その他の痔疾用剤	【drug】 ブロメライン・トコフェロール酢酸エステル
1671	局所麻酔剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 局所麻酔剤
1672	ペロスピロン	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ペロスピロン
1673	フラジオマイシン・グラミシジンＳ	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 フラジオマイシン・グラミシジンＳ
1674	リネゾリド	drug	6	62	624	6249	病原生物に対する医薬品	化学療法剤	合成抗菌剤	その他の合成抗菌剤	【drug】 リネゾリド
1675	タンニン酸ジフェンヒドラミン	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 タンニン酸ジフェンヒドラミン
1676	クエン酸オキセラジン	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 クエン酸オキセラジン
1677	メチルジオキソラン・銅クロロフィリンナトリウム配合剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 メチルジオキソラン・銅クロロフィリンナトリウム配合剤
1678	洗浄人赤血球液（放射線照射）	drug	6	63	634	6342	病原生物に対する医薬品	生物学的製剤	血液製剤類	血液成分製剤	【drug】 洗浄人赤血球液（放射線照射）
1679	高カロリー輸液用総合アミノ酸製剤（４）	drug	3	32	325	3253	代謝性医薬品	滋養強壮薬	たん白アミノ酸製剤	混合アミノ酸製剤	【drug】 高カロリー輸液用総合アミノ酸製剤（４）
1680	アンプレナビル	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 アンプレナビル
1681	腹膜透析用剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 腹膜透析用剤
1682	トリエンチン塩酸塩	drug	3	39	392	3929	代謝性医薬品	その他の代謝性医薬品	解毒剤	その他の解毒剤	【drug】 トリエンチン塩酸塩
1683	硫酸亜鉛水和物	drug	1	13	131	1319	神経系及び感覚器官用医薬品	感覚器官用薬	眼科用剤	その他の眼科用剤	【drug】 硫酸亜鉛水和物
1683	硫酸亜鉛水和物	drug	2	26	264	2649	個々の器官系用医薬品	外皮用薬	鎮痛，鎮痒，収斂，消炎剤	その他の鎮痛，鎮痒，収斂，消炎剤	【drug】 硫酸亜鉛水和物
1684	シタラビン　オクホスファート水和物	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 シタラビン　オクホスファート水和物
1685	肝臓加水分解物	drug	3	39	391	3919	代謝性医薬品	その他の代謝性医薬品	肝臓疾患用剤	その他の肝臓疾患用剤	【drug】 肝臓加水分解物
1686	サリチル酸ナトリウム・カフェイン水和物配合剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 サリチル酸ナトリウム・カフェイン水和物配合剤
1687	プログルミド	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 プログルミド
1688	高カロリー輸液用総合アミノ酸製剤（２）	drug	3	32	325	3253	代謝性医薬品	滋養強壮薬	たん白アミノ酸製剤	混合アミノ酸製剤	【drug】 高カロリー輸液用総合アミノ酸製剤（２）
1689	外皮用殺菌消毒剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 外皮用殺菌消毒剤
1690	ポリエチレン樹脂・流動パラフィン	drug	7	71	712	7129	治療を主目的としない医薬品	調剤用薬	軟膏基剤	その他の軟膏基剤	【drug】 ポリエチレン樹脂・流動パラフィン
1691	メトキサミン塩酸塩	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 メトキサミン塩酸塩
1692	精製ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム（１）	drug	1	13	131	1319	神経系及び感覚器官用医薬品	感覚器官用薬	眼科用剤	その他の眼科用剤	【drug】 精製ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム（１）
1693	ニトロプルシドナトリウム水和物	drug	2	21	214	2149	個々の器官系用医薬品	循環器官用薬	血圧降下剤	その他の血圧降下剤	【drug】 ニトロプルシドナトリウム水和物
1694	ニコチン酸アミド・パパベリン塩酸塩	drug	1	13	132	1329	神経系及び感覚器官用医薬品	感覚器官用薬	耳鼻科用剤	その他の耳鼻科用剤	【drug】 ニコチン酸アミド・パパベリン塩酸塩
1695	ジヒドロコデインリン酸塩（１％以下）	drug	2	22	224	2242	個々の器官系用医薬品	呼吸器官用薬	鎮咳去たん剤	コデイン系製剤（家庭麻薬）	【drug】 ジヒドロコデインリン酸塩（１％以下）
1695	ジヒドロコデインリン酸塩（１％以下）	drug	8	81	811	8115	麻薬	アルカロイド系麻薬（天然麻薬）	あへんアルカロイド系麻薬	コデイン系製剤	【drug】 ジヒドロコデインリン酸塩（１％以下）
1696	ジフロラゾン酢酸エステル	drug	2	26	264	2646	個々の器官系用医薬品	外皮用薬	鎮痛，鎮痒，収斂，消炎剤	副腎皮質ホルモン製剤	【drug】 ジフロラゾン酢酸エステル
1697	漢方薬	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 漢方薬
1698	atovaquone	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 atovaquone
1699	アンジオテンシン変換酵素阻害剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 アンジオテンシン変換酵素阻害剤
1700	殺虫剤（一般薬）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 殺虫剤（一般薬）
1701	ビオヂアスターゼ・生薬配合剤（２）	drug	2	23	233	2339	個々の器官系用医薬品	消化器官用薬	健胃消化剤	その他の健胃消化剤	【drug】 ビオヂアスターゼ・生薬配合剤（２）
1702	フィブリノゲン加第１３因子（３）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 フィブリノゲン加第１３因子（３）
1703	テトラサイクリン塩酸塩〔挿入〕	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 テトラサイクリン塩酸塩〔挿入〕
1704	その他の眼科用剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 その他の眼科用剤
1705	1143001	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 1143001
1706	CODEINE PHOSPHATE	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 CODEINE PHOSPHATE
1707	ザルシタビン	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ザルシタビン
1708	オクトチアミン	drug	3	31	312	3122	代謝性医薬品	ビタミン剤	ビタミンＢ１剤	ビタミンＢ１誘導体製剤	【drug】 オクトチアミン
1709	総合アミノ酸製剤（ブドウ糖加）	drug	3	32	325	3253	代謝性医薬品	滋養強壮薬	たん白アミノ酸製剤	混合アミノ酸製剤	【drug】 総合アミノ酸製剤（ブドウ糖加）
1710	健胃消化剤（一般薬）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 健胃消化剤（一般薬）
1711	ヨウ化カリウム	drug	3	32	322	3221	代謝性医薬品	滋養強壮薬	無機質製剤	ヨウ素化合物製剤；ヨウ化カリウム，ヨードカゼイン等	【drug】 ヨウ化カリウム
1712	三物黄ごん湯	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 三物黄ごん湯
1713	清心蓮子飲	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 清心蓮子飲
1714	グルクロン酸ナトリウム水和物	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 グルクロン酸ナトリウム水和物
1715	ブトロピウム臭化物	drug	1	12	124	1242	神経系及び感覚器官用医薬品	末梢神経系用薬	鎮けい剤	アトロピン系製剤	【drug】 ブトロピウム臭化物
1716	ベンザルコニウム塩化物	drug	2	26	261	2616	個々の器官系用医薬品	外皮用薬	外皮用殺菌消毒剤	石鹸類製剤	【drug】 ベンザルコニウム塩化物
1717	オキサピウムヨウ化物	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 オキサピウムヨウ化物
1718	炭酸水素ナトリウム・ゲンチアナ末配合剤（２）	drug	2	23	233	2339	個々の器官系用医薬品	消化器官用薬	健胃消化剤	その他の健胃消化剤	【drug】 炭酸水素ナトリウム・ゲンチアナ末配合剤（２）
1719	モサプラミン塩酸塩	drug	1	11	117	1179	神経系及び感覚器官用医薬品	中枢神経系用薬	精神神経用剤	その他の精神神経用剤	【drug】 モサプラミン塩酸塩
1720	ウコン	drug	5	51	510	5100	生薬及び漢方処方に基づく医薬品	生薬	nan	nan	【drug】 ウコン
1721	メダゼパム	drug	1	11	112	1124	神経系及び感覚器官用医薬品	中枢神経系用薬	催眠鎮静剤，抗不安剤	ベンゾジアゼピン系製剤	【drug】 メダゼパム
1722	空気	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 空気
1723	乳酸カルシウム製剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 乳酸カルシウム製剤
1724	ファルクス	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ファルクス
1725	ヘパリン製剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ヘパリン製剤
1726	バルビタール	drug	1	11	112	1125	神経系及び感覚器官用医薬品	中枢神経系用薬	催眠鎮静剤，抗不安剤	バルビツール酸系及びチオバルビツール酸系製剤	【drug】 バルビタール
1727	カルピプラミン塩酸塩水和物	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 カルピプラミン塩酸塩水和物
1728	乾燥人血液凝固第９因子複合体	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 乾燥人血液凝固第９因子複合体
1729	ミコナゾール硝酸塩	drug	2	25	252	2529	個々の器官系用医薬品	泌尿生殖器官及び肛門用薬	生殖器官用剤（性病予防剤を含む。）	その他の生殖器官用剤（性病予防剤を含む。）	【drug】 ミコナゾール硝酸塩
1729	ミコナゾール硝酸塩	drug	2	26	265	2655	個々の器官系用医薬品	外皮用薬	寄生性皮ふ疾患用剤	イミダゾール系製剤	【drug】 ミコナゾール硝酸塩
1730	ガバペンチン	drug	1	11	113	1139	神経系及び感覚器官用医薬品	中枢神経系用薬	抗てんかん剤	その他の抗てんかん剤	【drug】 ガバペンチン
1731	桂枝二越婢一湯	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 桂枝二越婢一湯
1732	ペルフェナジン	drug	1	11	117	1172	神経系及び感覚器官用医薬品	中枢神経系用薬	精神神経用剤	フェノチアジン系製剤	【drug】 ペルフェナジン
1733	ドミフェン臭化物	drug	2	23	239	2399	個々の器官系用医薬品	消化器官用薬	その他の消化器官用薬	他に分類されない消化器官用薬	【drug】 ドミフェン臭化物
1734	茵ちん蒿湯	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 茵ちん蒿湯
1735	ラクチトール水和物	drug	3	39	399	3999	代謝性医薬品	その他の代謝性医薬品	他に分類されない代謝性医薬品	他に分類されないその他の代謝性医薬品	【drug】 ラクチトール水和物
1736	ジメトチアジンメシル酸塩	drug	1	11	114	1149	神経系及び感覚器官用医薬品	中枢神経系用薬	解熱鎮痛消炎剤	その他の解熱鎮痛消炎剤	【drug】 ジメトチアジンメシル酸塩
1737	エルゴタミン酒石酸塩・無水カフェイン配合剤（２）	drug	1	11	114	1149	神経系及び感覚器官用医薬品	中枢神経系用薬	解熱鎮痛消炎剤	その他の解熱鎮痛消炎剤	【drug】 エルゴタミン酒石酸塩・無水カフェイン配合剤（２）
1738	214940	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 214940
1739	ニコチン酸	drug	3	31	313	3132	代謝性医薬品	ビタミン剤	ビタミンＢ剤（ビタミンＢ１剤を除く。）	ニコチン酸系製剤	【drug】 ニコチン酸
1740	マレイン酸シネパジド	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 マレイン酸シネパジド
1741	その他の呼吸器官用薬（一般薬）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 その他の呼吸器官用薬（一般薬）
1742	ビオヂアスターゼ２０００配合剤（６）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ビオヂアスターゼ２０００配合剤（６）
1743	安中散	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 安中散
1744	ビオヂアスターゼ２０００配合剤（１０）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ビオヂアスターゼ２０００配合剤（１０）
1745	その他の化学療法剤	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 その他の化学療法剤
1746	バルデナフィル塩酸塩水和物	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 バルデナフィル塩酸塩水和物
1747	高カロリー輸液用基本液（５－３）	drug	3	32	323	3239	代謝性医薬品	滋養強壮薬	糖類剤	その他の糖類剤	【drug】 高カロリー輸液用基本液（５－３）
1748	高カロリー輸液用総合アミノ酸製剤（２－９）	drug	3	32	325	3253	代謝性医薬品	滋養強壮薬	たん白アミノ酸製剤	混合アミノ酸製剤	【drug】 高カロリー輸液用総合アミノ酸製剤（２－９）
1749	2399402	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 2399402
1750	その他のアレルギー用薬	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 その他のアレルギー用薬
1751	ピペタナート塩酸塩・アカメガシワエキス	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ピペタナート塩酸塩・アカメガシワエキス
1752	ヒューマンモノコンポーネントインスリン	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ヒューマンモノコンポーネントインスリン
1753	ジドロゲステロン	drug	2	24	247	2478	個々の器官系用医薬品	ホルモン剤（抗ホルモン剤を含む。）	卵胞ホルモン及び黄体ホルモン剤	合成黄体ホルモン製剤	【drug】 ジドロゲステロン
1754	ウラジロガシエキス	drug	2	25	259	2590	個々の器官系用医薬品	泌尿生殖器官及び肛門用薬	その他の泌尿生殖器官及び肛門用薬	nan	【drug】 ウラジロガシエキス
1755	4419001	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 4419001
1756	不明	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 不明
1757	ホウ酸	drug	1	13	131	1314	神経系及び感覚器官用医薬品	感覚器官用薬	眼科用剤	眼科用防腐収斂剤；アミノ塩化第二水銀等	【drug】 ホウ酸
1758	ビオヂアスターゼ２０００配合剤（１１）	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ビオヂアスターゼ２０００配合剤（１１）
1759	ジドブジン・ラミブジン	drug	6	62	625	6250	病原生物に対する医薬品	化学療法剤	抗ウイルス剤	nan	【drug】 ジドブジン・ラミブジン
1760	パルナパリンナトリウム	drug	3	33	333	3334	代謝性医薬品	血液・体液用薬	血液凝固阻止剤	ヘパリン製剤	【drug】 パルナパリンナトリウム
1761	3919A03	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 3919A03
1762	ロキタマイシン	drug	nan	nan	nan	nan	nan	nan	nan	nan	【drug】 ロキタマイシン
